country,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
Cameroon,-0.5745202803834539,0.06366481471006159,0.041858607749797466,0.08165257277392934,0.0831931432795844,-0.10158460328659417,-0.022261753158160206,-0.0349494507196624,-0.016544517559336513
Canada,0.4765477502796918,0.030769884060460776,0.3357626328271278,0.07753135102936026,0.02231293931096158,-0.0002611769552991969,-0.02653519285317298,0.024901807881666377,-0.019779676965134375
Cape Verde,-0.007554432973361404,-0.11152782836095582,-0.18599421871760569,-0.03756781509584407,-0.02025543397721648,-0.09882094624441114,-0.013765402704076366,0.0824100284930475,0.011008955229930933
Central African Republic,-0.7858316644817721,0.11402571744483612,0.024783964675846825,0.10211600556120265,0.2730451202282992,-0.08905202247836316,-0.031337242515404026,0.0018951474478706334,-0.013180750024101665
Chad,-0.8034838893582714,0.27514761566458945,0.012611871638339356,0.07886653662268993,0.006975266452950636,-0.09650942343434551,-0.11932232219275687,-0.02804362695236747,0.010415967739898984
Chile,0.23936517643219535,-0.15904187045742296,0.04731193476678184,0.02159895806498703,-0.04344164767199641,0.03253184902361886,-0.032219289776722206,-0.04509942311095455,0.004437951254940313
China,0.12443896375920946,-0.2784082769072114,-0.09000889934616078,0.07650517256037245,0.05568783355218757,-0.0028191074832869833,-0.020365867572711204,-0.016907713170309903,-0.023648532462665208
Colombia,0.1160064523538468,-0.27086058581596845,0.08177126457706564,0.04290309956488819,0.005773277290043407,-0.02312259197827151,-0.03398232417238143,-0.03727978081383667,0.004069934949379867
Comoros,-0.4296805928972022,0.026627740434681562,-0.04168589218929564,0.03162398651648554,-0.030547199993587723,-0.11215670798331843,-0.07911998480422532,0.07899811409820913,0.039231074504771694
"Congo, Dem. Rep.",-0.6939619357067806,0.2490366873763297,0.13008407775187183,-0.03479820430385281,-0.12370856017412592,0.05923579165738197,-0.01623969368185433,-0.0353868046558687,-0.0012949997966242865
"Congo, Rep.",-0.3921384313651639,0.2021351750717093,-0.2886890316249404,0.058032503499818804,-0.09394661040388792,0.05084663601543062,0.06420145789094968,-0.06413186915210078,-0.10567394584012268
Costa Rica,0.23640676125592816,-0.19429506732910867,0.17842177411326288,-0.11350153914210655,-0.08299768920405243,0.04498965872571123,-0.0587139363761734,-0.07381763352385164,0.021894389146092562
Cote d'Ivoire,-0.5739691560831601,0.18316482028987147,-0.03010434496540898,0.0011345764955651735,0.05199983445429378,-0.051716642766674925,-0.024091598316353196,-0.07243140911043276,-0.03986208908408651
Croatia,0.2650144432355151,-0.15530616709127595,0.021306077048369974,-0.025399821849766913,0.02869060342505604,-0.02360251720682855,0.004460042850249051,-0.03296927886780666,0.0026394416171280828
Cyprus,0.4048801378198109,0.016648396815077023,-0.06993313001577016,0.05377667251191154,0.027069163809352974,-0.04199117356735962,-0.028035915087396463,0.06140436787348288,0.004957966250745472
Czech Republic,0.36268560195194366,0.014394483563139819,-0.049144784931793,-0.10156805748432911,0.008356274296654202,-0.026491544419922172,-0.0032181584263458215,-0.039763863639166765,0.008993525370392412
Denmark,0.5105399799986365,0.18525831146591004,0.31544586561670096,0.05328873814411057,0.013278264859278643,0.006903832079018453,0.002227591093841535,0.0304802907112516,-0.07835669830151987
Dominican Republic,0.009573694302030733,-0.16573423460377845,-0.0044745819857135985,0.040528329814070174,-0.009891927610479629,-0.034014303402456536,-0.051437972603538204,0.0028269888234723757,0.02303213916802502
Ecuador,0.053959951496787326,-0.17481198704917256,0.069435059888357,-0.0170441793596266,-0.0770736962124168,0.0008785688413708629,-0.0476454237008215,-0.03703727742960011,0.014160306500492431
Egypt,-0.0986543110866529,-0.1673425104228434,-0.06439253314792787,0.11533267107823882,-0.03610332228111274,-0.02806893231833039,0.034249774005102145,0.0074870433644713885,0.0005751543273789545
El Salvador,0.07092179321796026,-0.18607666243595217,-0.0267679936612544,-0.06859969935806316,-0.018820976766382787,-0.03860221860444571,-0.011020597102875219,0.0170003750933999,0.01662276285346704
Equatorial Guinea,-0.38798839615440106,0.455146500915266,-0.11312680175481517,0.12980045783704308,0.004729159998275201,0.11651047479152805,-0.04191139124592288,-0.07443240627760665,0.02894659311361446
Eritrea,-0.42124556726533635,-0.11361267592041174,-0.08477023310560215,0.19431503533752328,-0.02204488244617742,-0.07585591710618822,0.08710370327565697,0.07525038904013348,-0.027758829248197153
Estonia,0.29067168111833264,0.019593438329169002,-0.1809448679438921,-0.09585172666684631,-0.012608604573240948,-0.01818740457914854,0.004905935543206827,-0.031109925723708874,-0.013088392481821658
Fiji,-0.031107783787834877,-0.023372957565190176,-0.2036756128368337,-0.10158779832034619,0.030191906695847114,-0.023561178295175518,0.08382226871945529,0.0039116672265969215,-0.04574112902801625
Finland,0.4377602021056352,0.06678322287443351,0.19410305032586367,0.11226466645574833,0.013309658797744092,-0.051711639843783117,-0.0026414166045870733,0.039404739487480134,-0.03936104902673328
France,0.41641464151826474,-0.0016351853353261901,0.3636002063627313,0.04658318586683452,-0.03134702585537345,-0.020883272417590575,-0.01512365258751901,-0.009773698233771621,-0.0047967955438082575
Gabon,-0.27613030106738895,0.06273829039854031,-0.12046673346587043,0.19945303677445522,0.0232678336162082,0.035010413809746746,0.03722878248909305,-0.1006928838558726,-0.07711954455706989
Gambia,-0.48973168952192536,0.0725593454564057,0.03892638000455182,0.04340967964557863,-0.14283864147802136,-0.12436515518862368,-0.02101284949129686,0.009744533109746165,0.014763647943769241
Georgia,0.127982637292986,-0.16692749025014617,0.08695672604648466,-0.2035023002339711,-0.01262054324361369,0.07322558555037086,0.006596882814334276,-0.021351428067833172,0.013222671508320323
Germany,0.4909651019603384,0.03720797802562941,0.29084602677865584,0.0023481652787762505,0.04096792380703065,0.009875833827060093,-0.015446234496028893,-0.026612240952795182,-0.011118960773890357
Ghana,-0.37608885572213174,0.01699088321666044,-0.04707107792631576,0.02270409362196821,-0.00035447217011191435,0.0360700239910389,0.0037746518839433326,0.03679856605784324,-0.006594021442371645
Greece,0.3780996531975858,-0.12977840069988766,0.2302371256179586,0.009069676515920812,0.015264176722377213,-0.01811788598742639,-0.02623228428805349,-0.0034192678158603182,0.019958125017994453
Grenada,0.07644149860020613,-0.1581723634980124,-0.06353255399949391,-0.03050977918586504,0.026067187807188516,-0.07036957213671123,0.0443278766273266,0.05788158735859352,0.008943277771241449
Guatemala,-0.10013496920566024,-0.12037731835183325,0.026349737269133932,-0.0026560504473609205,-0.06379143585485669,-0.04626275061881528,0.0013859339693214562,-0.013021024020629983,0.004567778692187122
Guinea,-0.5962174429893381,0.12361252349992645,-0.015190365195746444,0.05386585736688575,0.01064544250326837,0.012730216728122813,-0.031748021464837226,0.017821358536817853,-0.0075742197223176416
Guinea-Bissau,-0.5779248168494965,0.07626721246657545,0.20310701715667503,-0.05724308097579842,0.09697833940224304,-0.04642376871238555,-0.017784972394905004,-0.033918327753747333,0.015507819532339555
Guyana,-0.05987286592601823,0.006685195267384295,-0.18973186156258356,-0.1665834866838446,0.04375747583203952,-0.00400865075891082,0.034878078035639117,0.06413297189634361,-0.004668108573049283
Haiti,-0.8363862705231495,0.23301511895405896,0.06749486170153579,-0.20652704465200378,0.7037808415273481,0.10417776458630698,-0.07893329539460865,0.0651021594273163,0.03694069338931744
Hungary,0.3309635777501881,0.027138707640432094,-0.16186452317845032,-0.19230233567289856,0.03496060076427325,0.030251274024420308,0.005604924068262611,-0.04975897453842574,-0.007873315695882357
Iceland,0.42407757770177656,0.10609822228112674,0.17024147179294796,0.07258792239400526,-0.07281836931347158,-0.0051424812052985065,-0.021528797338439862,-0.0018123901968178804,-0.030511150858965448
India,-0.1703783030318848,-0.17020478522225665,-0.10602110476606713,0.08511752005564018,0.1261298064078274,-0.0017592015507853108,-0.037138004501753356,0.009071897764343929,-0.02199324430816401
Indonesia,-0.0720036204663898,-0.21190124472665361,-0.18221110005921667,0.17941594858305493,0.049014669873756335,0.02078865546820389,0.003480297298341992,0.0283353793409866,-0.02956598254585855
Iran,0.11973000346143772,-0.2391159438081785,-0.04311966102165851,0.1244493067626325,0.04194552900681898,0.0748462050315035,-0.008846958236304492,-0.01748417654710504,0.012949827693442276
Iraq,-0.2095220257842669,0.019495731483559417,0.11424271286628263,0.008328804382337308,-0.15978996367786635,0.04841923339641022,0.09243573388178603,-0.07065933956787544,-0.0020012014255896063
Ireland,0.5274460071080211,0.3704888918645326,0.01279700565874135,-0.10294647573125675,-0.052104995496077666,-0.04157194296809405,-0.020862795822040356,-0.023006771612020915,-0.050255375080945755
Israel,0.24823305569699408,0.006180852088079771,0.1255446990655143,0.13550314591078963,-0.1381191773289917,-0.09479302057375905,-0.0068756648332361624,0.010494631109416869,-0.014168000537270803
Italy,0.4325744825044996,-0.07232825032712976,0.22316487848595573,0.09432235762267331,0.029358543465580623,-0.03550646572162051,-0.035474778174212754,0.008823986867061727,0.007991639908035583
Jamaica,0.07650104644178078,-0.17392509691997304,-0.14423263091654767,0.0037809507265963898,-0.022423071021668708,-0.0006256557019819155,-0.019961987257043578,0.06124516540965823,0.0026402060423662854
Japan,0.46335846204288983,-0.09696990020073776,0.2893351405710417,0.17405855080935229,0.05122836909115858,-0.06813018073521822,-0.05022643144207059,0.02992658107306902,-0.03849803971367656
Jordan,-0.0035600264464181737,0.006835796438984619,-0.01294997971527486,-0.1398530027280272,-0.20922686087081396,-0.013893511134588582,-0.003370820109909717,0.008551913320821036,0.03740156261872596
Kazakhstan,0.01119959532095221,-0.0839643668946455,-0.1333575843512083,0.13904610687357546,0.019999853756663587,0.08489482956929442,0.08164032206664865,-0.020228877551958624,-0.02460318351437695
Kenya,-0.3590427353113358,-0.04891148433822105,-0.02822876739099211,0.060333501348549694,2.882706960190428e-05,-0.10965699024312019,0.03954852687213015,0.008593427137401485,-0.020046308936011576
Kiribati,-0.2596553927519397,0.032341993623956546,0.21067269621104612,-0.3253497465988301,0.02053713852938228,-0.014999014623567362,0.05663831893301611,0.08800325910918054,0.0719436102594977
Kuwait,0.3957758163902336,0.21412016797420533,-0.15166542826031326,0.4215030797089994,0.051006021814326945,-0.012640207318948528,0.06155134385631729,-0.04942984995249765,0.11533791943639518
Kyrgyz Republic,-0.06689228935256039,0.002562371472347857,-0.1571029148500862,-0.188588350852667,-0.07117354537813737,0.01757022791227333,0.03194075157381358,0.06546407745099457,0.0013095392170807605
Lao,-0.26355172246285596,-0.025084085814393565,-0.1256531675817,-0.008399573091665962,0.11619844013746393,0.006925779058520416,-0.06420214305591947,0.02539042346594433,-0.002239637776465201
Latvia,0.2527443757413566,-0.0972304159054904,-0.1034709046184335,-0.09476799369694962,0.07269729411285583,-0.024491970264119305,0.02262532543247714,-0.025004403881387152,-0.011337476797158328
Lebanon,0.2563848722995771,-0.14427862035983613,-0.06008313219974712,-0.09125808948692865,-0.023563553645488088,-0.04615508157680511,-0.06228546866426878,0.03793496885361556,0.05488454036142897
Lesotho,-0.3857155015584067,0.1989833784482637,0.11218165655492729,-0.4619697157518079,0.2756840450700941,0.08893644409729878,0.09367191883655955,0.06774179051567644,0.04057260388471242
Liberia,-0.4212670584114022,0.17229867807348498,0.24095481089846424,-0.3535591069883361,-0.06656777732604761,-0.003324250411752675,-0.0044487919228255795,0.09686003710218562,0.1055027617110391
Libya,0.16163536885430832,-0.001426757000391209,-0.20579056275884638,0.13302488194050544,-0.045173948264228686,0.0375569850014222,0.0009274351924452169,-0.05544309601101601,0.01616744146889882
Lithuania,0.2700386913197652,-0.023940019354683158,-0.12472812078561103,-0.13877568588564185,0.0372811821097047,0.009345396188882632,0.03258801579026842,-0.024984624879078193,0.0001347240754214567
Luxembourg,0.9412939924726453,1.036903161470592,-0.11754276250605276,-0.010040776481929425,0.031407640435996226,0.03034291922074545,-0.003778619845721205,0.10095265234493027,-0.11962807423370364
"Macedonia, FYR",0.19607231760085767,-0.1674065849944798,-0.08244769536502361,-0.13430548720142305,0.03741699388516128,-0.006926334598601898,0.0005143796139134705,0.012008183228840742,0.01931896364425796
Madagascar,-0.40635681793120026,-0.007617194079024781,-0.10035153645746539,0.06343296786156186,-0.019120123884244288,-0.06640335082466824,0.06807240167361914,0.04934792345350186,-0.026089780781700503
Malawi,-0.5854689657395733,0.07673091803281581,0.08544699202130031,0.010319648900460684,0.037327849349915,-0.0007574127222315921,0.09682586312778639,-0.011073883827885152,-0.03161389637982176
Malaysia,0.20279801590874522,0.051180511051181696,-0.2945559574075631,-0.06519015025934304,-0.0511677972151134,0.009115129564793581,0.019295842249936784,-0.04918350089288948,-0.018385024239738035
Maldives,0.18814022366874375,-0.018498768875535566,-0.1763828272968324,-0.13211290532660894,-0.09466397179486716,-0.01859302945318224,-0.05501870341930951,-0.06524052837143973,-0.037576149441773135
Mali,-0.7560836209347952,0.19534715395639318,0.06995900145738448,0.10813607883705094,-0.034910806247883994,-0.12810751198478565,-0.1105081796108445,-0.016823950972857816,0.02462587140449024
Malta,0.5147457120770221,0.4202842385860545,-0.34125534110564015,-0.5071481827754103,-0.11241229194711361,0.08776653033486312,-0.08696101284730279,-0.02969068931703907,0.0077632465092698135
Mauritania,-0.4260122796391241,0.15544577473639837,-0.12431753152327125,0.02025856162964379,-0.11025047439756532,0.030551471103866336,-0.13844881178449542,0.024454654482904407,0.018206038033242746
Mauritius,0.19700164353745986,-0.09038832565467027,-0.1467434044749382,-0.10102273594766245,0.05285704358364699,-0.02260779928448349,-0.0028614840096799284,0.00707293691035533,0.011350284781785434
"Micronesia, Fed. Sts.",-0.09390392690392127,0.012079439881174926,0.3126875086882689,-0.41776261243534796,-0.06184168554130366,0.04353982167822986,0.06492903793562474,0.03162953154482511,0.06744648842246928
Moldova,0.17482099420685193,-0.13817943066987565,0.08687887766228576,-0.38218889582893,0.05119081579175642,0.14831091177329045,0.02153994069855302,0.028396596924969583,0.030449652099505373
Mongolia,-0.06437252358612192,-0.06933816494341834,-0.16217221081774996,-0.015580133837951059,-0.03735107064771659,0.2755617797191943,0.07810757261242873,0.06881950764478591,-0.024660860708429034
Montenegro,0.22757153046449213,-0.13372024490517223,0.028056889797982112,-0.18415563137157948,-0.03061774278926762,-0.005676818120032095,-0.003238277213438101,0.010469032740848308,0.048380667348862864
Morocco,-0.007829789180748016,-0.15079616612177743,-0.09859982699992494,-0.004128609177100103,-0.0033596566789357045,-0.07507689904568944,-0.04839369289828617,0.0061477353837418765,0.0009163532039758065
Mozambique,-0.61627757352232,0.14352232632868495,-0.003888612377723422,0.009881196431664848,0.02360808287005228,-0.05885003322182791,0.04388443761263747,0.00448356482760562,-0.021496891856119867
Myanmar,-0.21172988495630465,-0.2986136005285033,-0.11894776221487165,0.25733672634014054,0.19073288936196195,-0.05230747518324482,-0.06416831806289891,0.021093122393624264,-0.028735680510449047
Namibia,-0.23024123155896925,0.07804855064658164,-0.03960884795687551,-0.12529549754794608,0.07912524776240434,-0.019368664965891215,0.09586888646527539,-0.008783241542446339,-0.02632721269611581
Nepal,-0.13663045679082592,-0.20890149704772917,-0.05039773321985118,0.033958445674815575,0.0566939328163828,0.045966727658720355,-0.022339459957970067,0.07800660583493894,0.007908051051284512
Netherlands,0.5394099826515577,0.24472402723768796,0.24041714715005652,-0.07428780135156995,-0.019879916846927564,0.014209977051451477,-0.01828713548124644,-0.01903001901082756,-0.031375059579239084
New Zealand,0.34716647865518413,-0.03276601687103439,0.24988741214721177,0.07469744449023631,-0.04830194258605361,-0.017789184777591446,-0.02000406359301315,-0.011335658206351823,-0.008152565535264791
Niger,-0.8088184692474699,0.2585783067269946,0.07381980501387844,0.06795855438318169,-0.15571738933609744,-0.18128578202622947,-0.03168997519682076,0.024107473311501097,0.03358931585300126
Nigeria,-0.7407228826991712,0.12420600329154746,0.031515747344930754,0.35759126652123857,-0.1774060411937671,0.7478739047241482,-0.09176229639021083,0.10818497341087825,-0.0008027514653447832
Norway,0.6247482827023403,0.3147309890197695,0.3682175669539781,0.3323034946823991,0.06777585666440988,-0.02609677563401692,0.011842571351276301,0.13689198344611897,-0.13327999731173373
Oman,0.18014260903823157,0.0992515033390258,-0.2180640726437882,0.25528196408385556,-0.07084180637440383,0.013094837712047995,0.05651475623330816,-0.036670368267644964,0.05944958702494484
Pakistan,-0.3973298833393518,-0.0949623034910173,-0.11619554276036476,0.21820943536905274,0.09506008399919831,-0.04581067696929135,-0.10189269712705316,0.031269611157242805,-0.0002889628906680545
Panama,0.16685378525522016,0.04995774499115405,-0.078154653588046,-0.19772787722296292,-0.12321571188823499,-0.016075494203668248,-0.05211430723968987,-0.03273070555493084,0.02889152320594103
Paraguay,0.03373964898834612,-0.07749538528202476,-0.1269747561749904,-0.05841361062829217,-0.07334543006219411,-0.016617178516959714,-0.025022358128178553,-0.038382838069141105,-0.024512798349112658
Peru,0.061038634463713215,-0.21596521437179358,-0.06334917550054986,0.1070393958963587,-0.06293225969478698,-0.052465184240780886,-0.0529068026744543,-0.022803452352910123,-0.007382578089200285
Philippines,-0.11467801783145014,-0.12580071065897902,-0.15952853259000227,0.07068449463948691,-0.012593538760939101,-0.07733658206137081,0.02790038930786989,0.0035085647426460758,-0.03536269320487921
Poland,0.2785837877848749,-0.14727613959870817,-0.010904944827085579,-0.03181783163228844,0.0407958923871847,-0.012427285852916308,0.0014460714823860878,-0.02847405601568368,0.017441305425118753
Portugal,0.3789625306798055,-0.12293031777652456,0.22096529539510215,-0.06577254674507081,0.011587083661182569,0.0035592235069984617,-0.02376716582905535,-0.031813993413067315,0.030879705993132677
Qatar,0.6386728672340589,0.47893855831126453,-0.05238759827341307,0.7097307904080312,0.17077915636317506,-0.07414321327672785,0.12803205262152598,-0.004964617901727558,0.22974137344613688
Romania,0.17896186400656294,-0.18527558682896592,-0.09072882262736189,0.02354052437980966,0.0638654910657324,-0.022588859435213982,0.0164989432851185,0.0025853553138632268,0.013732854065801318
Russia,0.14392968480088972,-0.1974364521296224,-0.07496297614495952,0.13469577005925612,0.11514617317869623,0.06982984543927445,0.0921423668946737,-0.013416228141627233,-0.009021682689757282
Rwanda,-0.325743455634283,-0.06180107294755499,0.2771948083525917,-0.0965160118794079,-0.056805142594989026,-0.045531619882692845,0.023765212611711897,-0.05554498588109427,0.01284760854277922
Samoa,-0.13750602491724206,-0.04406489451365744,-0.006618408438185641,-0.03669900736356996,-0.19823781005391639,-0.12195428281768932,0.07402322527789174,0.03356468298535248,0.004034714363971981
Saudi Arabia,0.15119100849618466,0.05927878782918403,-0.09581057871288594,0.2533311808445862,-0.055314341615993336,0.036416202178725016,0.06579774590624046,-0.030609951025949766,0.07988748192719322
Senegal,-0.4080563416353287,0.021016497834455746,0.01763806188777428,0.02570844473446766,-0.08260972764644164,-0.12331154150779973,0.026061692454215735,0.00047079205231984376,-0.006526679740870522
Serbia,0.23444950847699872,-0.19917173415600636,0.10771810998284498,-0.18399695153514137,0.018343155923460565,0.06373126971114751,0.008906431040792862,-0.03518589065792948,0.03018517759331256
Seychelles,0.2049934671300011,0.16723747182238075,-0.4062296813415434,-0.1904576151475714,-0.023106758411259164,-0.09623082345562245,0.001873296911437655,0.043261351839894484,0.01159356995176291
Sierra Leone,-0.6760219880914474,0.163863765056951,0.442566669237809,-0.1673829606564342,0.12931062165030466,0.15063597657059144,-0.15217313026030396,-0.09278530983779551,0.05818426365569814
Singapore,0.7668282160875248,0.7964669871825418,-0.6016968545344252,-0.2717670911043897,-0.041399101249310746,0.0188620956424547,-0.06079974796101176,-0.025612635982192034,0.06172117573523097
Slovak Republic,0.34875375900775796,0.055786733921532425,-0.06391599881815496,-0.21478593922812256,0.014809111388241316,0.01881126935658139,0.0012777691428515479,-0.043756445808195765,0.011806969458123248
Slovenia,0.3978660221374692,0.030106082544042234,0.04102159088193343,-0.12855937126937408,-0.02271395857722631,-0.013283114325280346,-0.025150638880733128,-0.04188447715476008,0.008273980921720249
Solomon Islands,-0.2035514970429371,0.08402392752351305,-0.004575235731482988,-0.2572633820559644,-0.11739379706286318,-0.008877227185824559,0.1568322925417049,0.03203035203350853,-0.016496315436390168
South Africa,-0.17039397451706387,-0.06562958380303664,0.13784952660875255,-0.07807532596991676,0.24132397365208155,0.06473098823389634,0.1492128571627994,-0.07111683095779096,-0.04663903733914096
South Korea,0.3868371823121319,-0.07002891532342032,-0.03525456209898676,0.024795094798853223,0.02866831515913954,-0.007288458783871143,-0.03769225454515919,-0.010600999492333101,0.017227421893474683
Spain,0.41748839329320847,-0.11376678225969575,0.20419030435334926,0.06670051059482511,0.024681218998047556,-0.030746737409345755,-0.04466662771678518,-0.007519304098260256,0.012304458640272969
Sri Lanka,0.03586661233015063,-0.2718649311702501,-0.18720404028263699,0.17458341473758587,-0.0351889235349766,0.07709846729949006,0.015442049624280075,0.07140131743776164,-0.012453092272776375
St. Vincent and the Grenadines,0.06481523981896567,-0.14862156252919262,-0.1587205251653975,-0.01900515197191913,0.04191496561175057,-0.04410133776171927,0.01105273079758341,0.0961974066363223,0.014420746048115564
Sudan,-0.415458821165521,-0.039013568885155246,0.09301287251213794,0.13320793103952602,-0.09090850148952173,0.04006926900848426,-0.03195742125202014,-0.03339696515791787,-0.012241641800115492
Suriname,0.05478632945158533,-0.0665415675168499,-0.031869806184247215,-0.025548208974855956,0.005362440103350471,0.0200353477872453,0.03272585789624657,-0.07573972673770643,-0.03678406973894778
Sweden,0.480069292613334,0.13286984330786275,0.22882072191358518,0.10741624347102609,-0.013158673505029887,-0.04289784632943602,-0.017475138208237793,0.03505171332885232,-0.05177040690321986
Switzerland,0.6647561884795673,0.32474041869673964,0.3249174037869766,0.07987612589751385,0.047805535359630155,-0.009618926989486834,-0.0346035591538642,0.05813100441610983,-0.09700820037566876
Tajikistan,-0.19553566501011277,-0.08675241249893911,-0.03444314933625736,-0.04695150920578657,-0.04933676374396062,0.0019901796096604713,-0.03539946605488711,0.11201539121809582,0.045892387127904805
Tanzania,-0.507028918614955,0.021660230121664837,0.07338396401068137,0.06994740803101555,-0.06470942753058291,-0.0606051247872465,0.08450058882672491,-0.009387920517488364,-0.02256831583509954
Thailand,0.20256840955468985,-0.09480520870875625,-0.28882939461127777,-0.044243606741576576,0.0103728082102994,-0.01773288715933584,-0.054598144608771236,-0.018265992358423373,-0.012308028980911823
Timor-Leste,-0.45369893973635805,0.0027604827472527058,0.2777201881484142,0.08762075965057321,-0.33057082834173046,0.05394577531291443,-0.004086740589633255,0.03959252009190731,0.03429767682875849
Togo,-0.4553435949145307,0.1308463945096274,0.05854853958345193,-0.13453129707983488,0.013705669450899136,-0.06479745282295307,0.005447014386890865,-0.030626375734320515,-0.0042602729258514795
